Song Name	SKiBIDI SLiCERS (Easy) by Tatsuoto vs. FrankleAnkles [Project : RUSHER]
Difficulty	10
Primary Color	Chill
Secondary Color	Chill
Audio Asset ID	rbxassetid://139360664575330
Audio File	139360664575330.ogg
Last Note Time	129.641
Total Notes	629
Fever Fill	183
Fever Time	19.446150
Long Notes	80
BPM	256
Song Length	130.641000000

Timing Points
1.907	234.375000


Song Data
1.907	1	2	1
1.907	2	3	1
2.844	3	4	2
3.313	4	4	3
3.313	5	3	2
3.782	6	3	3
3.782	7	1	2
4.251	8	1	3
4.251	9	2	1
4.485	10	3	1
4.719	11	4	2
5.188	12	4	3
5.188	13	1	2
5.657	14	1	3
5.657	15	4	2
6.126	16	4	3
6.126	17	2	2
6.594	18	2	3
6.594	19	3	1
6.829	20	3	1
7.063	21	1	2
7.532	22	1	3
7.532	23	4	1
7.766	24	3	1
8.001	25	1	1
8.235	26	2	1
8.469	27	4	1
8.704	28	1	1
8.938	29	3	1
9.173	30	2	1
9.407	31	3	1
9.641	32	3	1
9.759	33	2	1
9.876	34	4	1
10.110	35	1	1
10.344	36	3	1
10.462	37	4	1
10.579	38	3	1
10.813	39	2	1
10.930	40	1	1
11.048	41	2	1
11.282	42	1	1
11.399	43	4	1
11.516	44	2	1
11.634	45	3	1
11.751	46	2	1
11.985	47	4	1
12.219	48	1	1
12.337	49	2	1
12.454	50	1	1
12.688	51	4	1
12.805	52	3	1
12.923	53	4	1
13.157	54	2	1
13.391	55	2	1
13.509	56	3	1
13.626	57	1	1
13.860	58	4	1
14.094	59	2	1
14.212	60	1	1
14.329	61	2	1
14.563	62	3	1
14.680	63	4	1
14.798	64	3	1
15.032	65	4	1
15.149	66	1	1
15.266	67	3	1
15.384	68	2	1
15.501	69	3	1
15.735	70	1	1
15.969	71	4	1
16.087	72	3	1
16.204	73	4	1
16.438	74	1	1
16.555	75	2	1
16.673	76	1	1
16.907	77	3	2
17.083	78	3	3
17.259	79	3	2
17.610	80	3	3
17.610	81	2	1
17.844	82	1	1
18.079	83	3	1
18.313	84	2	1
18.782	85	4	2
18.958	86	4	3
19.134	87	4	2
19.485	88	4	3
19.485	89	3	1
19.719	90	2	1
19.954	91	1	1
20.188	92	4	1
20.364	93	2	1
20.540	94	4	1
20.657	95	1	2
20.833	96	1	3
21.009	97	1	2
21.360	98	1	3
21.360	99	3	1
21.594	100	4	1
21.829	101	1	1
22.063	102	4	1
22.532	103	2	2
22.708	104	2	3
22.884	105	2	2
23.235	106	2	3
23.235	107	3	1
23.469	108	1	1
23.704	109	2	1
23.938	110	4	1
24.173	111	4	1
24.290	112	2	1
24.407	113	1	1
24.641	114	3	1
24.876	115	1	1
25.110	116	1	1
25.344	117	4	1
25.579	118	2	1
25.813	119	4	1
26.048	120	4	1
26.282	121	2	1
26.516	122	4	1
26.751	123	2	1
26.985	124	2	1
27.219	125	3	1
27.454	126	1	1
27.688	127	3	1
27.923	128	3	1
28.157	129	2	1
28.391	130	1	1
28.626	131	3	1
28.860	132	2	1
29.094	133	4	1
29.329	134	3	1
29.563	135	1	2
29.798	136	1	3
29.798	137	4	2
30.032	138	4	3
30.032	139	2	1
30.266	140	3	1
30.501	141	2	1
30.735	142	3	1
30.969	143	4	1
30.969	144	1	1
31.907	145	2	1
31.907	146	1	1
32.376	147	4	1
32.376	148	1	1
32.493	149	3	1
32.727	150	3	1
33.196	151	3	1
33.313	152	1	1
33.313	153	2	1
33.782	154	3	1
33.782	155	4	1
34.251	156	4	1
34.251	157	1	1
34.368	158	2	1
34.602	159	2	1
35.071	160	2	1
35.188	161	4	1
35.188	162	3	1
35.657	163	4	1
35.657	164	1	1
36.126	165	1	1
36.126	166	2	1
36.243	167	3	1
36.477	168	3	1
36.946	169	3	1
37.063	170	1	1
37.063	171	4	1
37.532	172	2	1
37.532	173	3	1
38.001	174	3	1
38.001	175	4	1
38.118	176	2	1
38.352	177	2	1
38.938	178	3	1
39.173	179	3	1
39.407	180	2	1
39.641	181	2	1
39.759	182	3	1
39.876	183	1	1
40.110	184	4	1
40.344	185	2	1
40.462	186	1	1
40.579	187	2	1
40.813	188	3	1
40.930	189	4	1
41.048	190	3	1
41.282	191	4	1
41.399	192	1	1
41.516	193	3	1
41.634	194	2	1
41.751	195	3	1
41.985	196	1	1
42.219	197	4	1
42.337	198	3	1
42.454	199	4	1
42.688	200	1	1
42.805	201	2	1
42.923	202	1	1
43.157	203	4	1
43.157	204	3	1
43.391	205	3	1
43.626	206	2	1
43.860	207	4	2
44.094	208	4	3
44.094	209	2	1
44.094	210	1	1
44.329	211	3	1
44.446	212	1	1
44.563	213	2	1
44.798	214	1	2
45.032	215	1	3
45.032	216	4	1
45.032	217	3	1
45.266	218	4	1
45.501	219	1	1
45.501	220	2	1
45.735	221	1	1
45.969	222	2	1
45.969	223	3	1
46.438	224	3	1
46.555	225	2	1
46.673	226	3	1
46.907	227	4	1
46.907	228	1	1
47.141	229	2	1
47.259	230	3	1
47.610	231	3	1
47.727	232	2	1
47.844	233	1	1
48.079	234	4	1
48.313	235	4	2
48.782	236	4	3
48.548	237	2	1
48.782	238	1	1
49.016	239	3	1
49.134	240	2	1
49.485	241	2	1
49.602	242	3	1
49.719	243	4	1
49.954	244	1	2
50.423	245	1	3
50.423	246	3	1
50.657	247	2	1
51.009	248	2	2
51.360	249	2	3
51.360	250	1	1
51.477	251	4	1
51.594	252	3	1
51.946	253	3	2
52.298	254	3	3
52.298	255	4	1
52.415	256	1	1
52.532	257	2	1
52.884	258	1	1
53.001	259	4	1
53.235	260	2	1
53.469	261	1	2
53.938	262	1	3
53.704	263	3	1
53.938	264	4	2
54.407	265	4	3
54.173	266	1	1
54.407	267	3	1
54.524	268	2	1
54.876	269	1	1
54.993	270	4	1
55.227	271	2	2
55.579	272	2	3
55.579	273	3	1
55.813	274	4	1
56.048	275	2	1
56.282	276	4	1
56.282	277	1	1
56.516	278	3	1
56.634	279	2	1
56.985	280	3	1
57.219	281	4	1
57.454	282	2	1
57.688	283	1	1
57.923	284	3	1
58.157	285	2	2
58.391	286	2	3
58.391	287	4	1
58.626	288	2	2
59.094	289	2	3
59.094	290	3	1
59.329	291	4	1
59.563	292	2	1
59.798	293	4	1
60.032	294	3	2
60.266	295	3	3
60.266	296	1	1
60.501	297	3	2
60.969	298	3	3
60.969	299	2	1
61.438	300	4	1
61.673	301	4	1
61.907	302	1	1
61.907	303	2	1
62.376	304	3	1
62.610	305	4	1
62.844	306	1	2
63.313	307	1	3
63.313	308	2	1
63.548	309	3	1
63.782	310	4	2
64.954	311	4	3
64.954	312	3	1
65.188	313	2	1
65.423	314	1	1
65.657	315	3	1
65.891	316	4	1
66.126	317	2	1
66.360	318	3	1
66.594	319	1	1
66.829	320	2	1
67.063	321	4	1
67.298	322	1	1
67.532	323	4	2
68.704	324	4	3
68.704	325	1	1
68.938	326	3	1
69.173	327	4	1
69.407	328	2	1
69.641	329	2	1
69.876	330	2	1
70.110	331	3	1
70.344	332	4	2
70.813	333	4	3
71.048	334	2	1
71.282	335	3	1
71.516	336	2	1
71.751	337	1	2
72.219	338	1	3
72.219	339	4	1
72.454	340	3	1
72.688	341	2	1
72.923	342	4	1
73.157	343	1	1
73.509	344	3	1
73.860	345	1	1
74.094	346	4	1
74.446	347	2	1
74.798	348	4	1
75.032	349	1	2
75.969	350	1	3
75.969	351	3	2
76.907	352	3	3
76.907	353	2	1
77.141	354	4	1
77.376	355	2	1
77.610	356	3	1
77.844	357	2	2
78.313	358	2	3
78.079	359	1	1
78.313	360	4	2
78.782	361	4	3
78.548	362	1	1
78.782	363	3	1
79.016	364	2	1
79.251	365	3	1
79.485	366	1	1
79.719	367	3	2
80.188	368	3	3
79.954	369	4	1
80.188	370	1	2
80.657	371	1	3
80.423	372	4	1
80.657	373	2	1
80.891	374	3	1
81.126	375	2	1
81.360	376	3	1
81.594	377	1	1
81.829	378	4	1
82.063	379	1	1
82.298	380	4	1
82.532	381	2	2
82.766	382	2	3
82.766	383	4	2
83.001	384	4	3
83.001	385	1	2
83.235	386	1	3
83.235	387	3	2
83.469	388	3	3
83.469	389	2	1
83.704	390	1	1
83.938	391	3	1
84.173	392	4	1
84.407	393	2	1
84.407	394	1	1
84.641	395	3	1
84.876	396	3	1
85.110	397	1	1
85.227	398	2	1
85.579	399	4	1
85.696	400	3	1
86.048	401	1	1
86.165	402	2	1
86.282	403	4	1
86.516	404	2	1
86.751	405	1	1
86.985	406	3	1
87.102	407	4	1
87.337	408	2	1
87.454	409	1	1
87.688	410	3	1
87.923	411	2	1
88.157	412	4	1
88.391	413	4	1
88.626	414	3	1
88.860	415	3	1
89.094	416	2	1
89.329	417	2	1
89.563	418	1	1
89.798	419	1	1
90.032	420	3	1
90.266	421	4	1
90.501	422	2	1
90.735	423	3	1
90.969	424	1	1
91.204	425	2	1
91.438	426	4	1
91.673	427	4	1
91.907	428	1	2
92.259	429	1	3
